Numer_zgloszenia	Czas_naprawy	Rodzaj
415	2015-03-08 10:45:13	wymiana
398	2015-03-08 10:54:59	wymiana
384	2015-03-08 11:42:28	wymiana
370	2015-03-08 12:34:06	wymiana
388	2015-03-08 12:34:12	restart
406	2015-03-08 12:39:34	wymiana
384	2015-03-08 13:42:34	wymiana
413	2015-03-08 14:14:02	wymiana
395	2015-03-08 15:18:56	wymiana
382	2015-03-08 17:14:13	wymiana
407	2015-03-08 17:29:17	restart
406	2015-03-08 20:57:51	wymiana
389	2015-03-08 23:13:30	wymiana
379	2015-03-08 23:41:31	wymiana
387	2015-03-09 00:16:23	wymiana
412	2015-03-09 05:17:34	restart
414	2015-03-09 07:48:05	restart
384	2015-03-09 09:49:40	wymiana
421	2015-03-09 09:50:13	restart
380	2015-03-09 13:32:12	restart
396	2015-03-09 16:48:18	restart
413	2015-03-09 17:30:10	wymiana
409	2015-03-09 17:32:56	restart
414	2015-03-09 18:29:42	restart
392	2015-03-09 19:04:54	wymiana
425	2015-03-09 20:20:13	restart
408	2015-03-09 20:39:54	restart
422	2015-03-09 21:00:34	restart
413	2015-03-09 21:27:17	restart
420	2015-03-09 21:57:09	wymiana
417	2015-03-10 05:08:50	wymiana
431	2015-03-10 08:03:27	wymiana
399	2015-03-10 14:27:48	wymiana
428	2015-03-10 14:44:25	wymiana
425	2015-03-10 14:50:52	wymiana
434	2015-03-10 20:15:49	restart
426	2015-03-10 21:30:16	restart
408	2015-03-10 23:52:51	restart
437	2015-03-11 00:24:23	wymiana
426	2015-03-11 02:05:54	wymiana
418	2015-03-11 03:21:03	wymiana
413	2015-03-11 07:06:28	wymiana
386	2015-03-11 10:08:07	restart
430	2015-03-11 11:48:13	wymiana
416	2015-03-11 14:02:55	restart
402	2015-03-11 15:40:35	restart
410	2015-03-11 16:33:38	restart
440	2015-03-11 21:51:37	wymiana
427	2015-03-11 22:57:32	wymiana
393	2015-03-11 23:58:22	restart
446	2015-03-12 04:56:59	wymiana
403	2015-03-12 06:26:20	wymiana
428	2015-03-12 06:53:49	wymiana
396	2015-03-12 08:55:46	wymiana
399	2015-03-12 10:20:38	wymiana
426	2015-03-12 10:37:08	wymiana
414	2015-03-12 10:40:05	wymiana
443	2015-03-12 11:10:11	restart
449	2015-03-12 11:10:50	wymiana
449	2015-03-12 12:59:30	wymiana
403	2015-03-12 14:58:06	wymiana
428	2015-03-12 17:18:10	restart
408	2015-03-12 17:25:40	wymiana
443	2015-03-12 19:50:44	restart
428	2015-03-12 21:12:07	wymiana
442	2015-03-12 21:13:29	restart
447	2015-03-12 21:36:33	restart
399	2015-03-12 22:41:27	wymiana
428	2015-03-12 22:43:39	restart
404	2015-03-13 03:58:35	wymiana
424	2015-03-13 04:09:11	wymiana
426	2015-03-13 09:01:10	restart
410	2015-03-13 11:23:59	restart
434	2015-03-13 11:30:26	restart
419	2015-03-13 12:43:26	wymiana
425	2015-03-13 13:32:11	restart
435	2015-03-13 14:10:50	wymiana
432	2015-03-13 15:37:16	restart
432	2015-03-13 16:22:39	restart
448	2015-03-13 19:40:31	wymiana
410	2015-03-13 22:15:25	restart
408	2015-03-13 22:30:35	restart
411	2015-03-14 02:26:38	restart
435	2015-03-14 05:21:16	restart
433	2015-03-14 08:12:59	wymiana
423	2015-03-14 12:50:02	restart
429	2015-03-14 16:52:43	restart
443	2015-03-14 20:03:30	restart
447	2015-03-14 20:36:41	wymiana
451	2015-03-14 20:47:47	restart
410	2015-03-14 21:04:46	wymiana
446	2015-03-14 21:52:49	restart
454	2015-03-14 22:41:39	restart
445	2015-03-14 23:11:51	restart
436	2015-03-14 23:35:17	restart
448	2015-03-15 07:08:20	wymiana
444	2015-03-15 08:57:27	wymiana
447	2015-03-15 13:50:54	wymiana
458	2015-03-15 16:07:09	restart
459	2015-03-15 16:20:35	wymiana
457	2015-03-15 20:29:45	restart
440	2015-03-15 20:48:55	restart
441	2015-03-16 00:09:53	wymiana
435	2015-03-16 01:32:21	wymiana
443	2015-03-16 10:13:04	restart
446	2015-03-16 15:20:54	restart
441	2015-03-16 15:43:50	wymiana
447	2015-03-17 00:05:02	restart
453	2015-03-17 01:14:25	wymiana
464	2015-03-17 02:40:54	wymiana
476	2015-03-17 06:56:22	restart
455	2015-03-17 08:39:35	wymiana
453	2015-03-17 13:21:56	restart
470	2015-03-17 15:19:36	wymiana
438	2015-03-17 16:14:10	wymiana
439	2015-03-17 17:05:48	wymiana
464	2015-03-18 00:37:29	restart
473	2015-03-18 01:17:59	wymiana
480	2015-03-18 02:46:09	restart
453	2015-03-18 04:19:00	wymiana
450	2015-03-18 04:57:28	restart
440	2015-03-18 06:11:22	restart
465	2015-03-18 06:39:04	wymiana
465	2015-03-18 08:03:17	restart
480	2015-03-18 09:25:04	wymiana
452	2015-03-18 16:19:42	wymiana
461	2015-03-18 18:24:23	restart
446	2015-03-18 22:19:48	wymiana
461	2015-03-19 00:20:05	wymiana
464	2015-03-19 03:19:05	restart
446	2015-03-19 04:39:56	restart
484	2015-03-19 06:18:12	restart
487	2015-03-19 06:25:57	wymiana
461	2015-03-19 07:22:00	restart
456	2015-03-19 08:21:00	restart
465	2015-03-19 10:13:23	restart
478	2015-03-19 15:19:51	restart
471	2015-03-19 15:57:02	wymiana
483	2015-03-19 16:24:07	wymiana
453	2015-03-19 18:46:55	wymiana
465	2015-03-19 18:52:43	wymiana
480	2015-03-19 19:14:16	wymiana
465	2015-03-20 01:14:53	restart
486	2015-03-20 01:29:08	restart
493	2015-03-20 01:58:39	wymiana
490	2015-03-20 03:05:13	restart
487	2015-03-20 06:31:09	restart
467	2015-03-20 07:44:40	wymiana
460	2015-03-20 09:46:10	restart
481	2015-03-20 16:31:36	wymiana
462	2015-03-20 18:58:33	restart
463	2015-03-21 01:37:46	restart
494	2015-03-21 03:21:59	restart
482	2015-03-21 05:15:25	restart
462	2015-03-21 06:06:27	wymiana
463	2015-03-21 08:19:27	restart
500	2015-03-21 12:12:21	restart
485	2015-03-21 13:12:35	restart
499	2015-03-21 16:00:55	restart
464	2015-03-21 16:33:07	wymiana
499	2015-03-21 20:48:50	wymiana
472	2015-03-21 23:02:05	restart
464	2015-03-21 23:40:53	wymiana
492	2015-03-22 03:48:18	wymiana
499	2015-03-22 04:06:44	restart
466	2015-03-22 05:09:46	wymiana
510	2015-03-22 05:14:20	wymiana
505	2015-03-22 07:01:35	restart
511	2015-03-22 07:24:06	restart
483	2015-03-22 08:33:20	restart
513	2015-03-22 09:16:05	wymiana
472	2015-03-22 09:46:49	restart
500	2015-03-22 10:21:17	wymiana
506	2015-03-22 13:02:27	wymiana
475	2015-03-22 13:59:03	wymiana
471	2015-03-22 14:22:36	wymiana
489	2015-03-22 14:24:47	restart
504	2015-03-22 15:31:18	wymiana
469	2015-03-22 16:32:02	restart
474	2015-03-22 16:43:22	restart
510	2015-03-22 16:57:42	wymiana
507	2015-03-22 19:29:14	wymiana
471	2015-03-22 21:59:42	restart
510	2015-03-22 23:35:07	restart
504	2015-03-23 01:12:35	wymiana
497	2015-03-23 02:17:12	restart
472	2015-03-23 03:13:47	restart
510	2015-03-23 03:41:10	restart
504	2015-03-23 04:45:01	restart
497	2015-03-23 07:37:10	wymiana
509	2015-03-23 09:04:33	restart
477	2015-03-23 09:04:38	restart
468	2015-03-23 11:17:49	wymiana
503	2015-03-23 12:16:58	wymiana
504	2015-03-23 14:08:31	wymiana
480	2015-03-23 14:25:30	restart
519	2015-03-23 14:54:58	restart
500	2015-03-23 15:00:55	restart
503	2015-03-23 15:14:03	restart
491	2015-03-23 15:31:53	wymiana
502	2015-03-23 18:46:20	wymiana
480	2015-03-23 19:06:36	wymiana
510	2015-03-23 19:17:20	wymiana
503	2015-03-23 21:13:10	restart
503	2015-03-23 21:40:07	restart
520	2015-03-23 23:54:25	restart
481	2015-03-24 02:29:24	wymiana
524	2015-03-24 08:10:41	restart
519	2015-03-24 11:51:57	restart
504	2015-03-24 12:09:23	wymiana
479	2015-03-24 13:28:06	wymiana
521	2015-03-24 13:33:48	wymiana
524	2015-03-24 14:39:09	wymiana
523	2015-03-24 16:58:35	restart
488	2015-03-24 21:26:33	restart
525	2015-03-24 22:32:29	restart
519	2015-03-25 09:57:15	wymiana
521	2015-03-25 15:54:30	restart
527	2015-03-25 17:13:41	wymiana
502	2015-03-25 17:31:06	wymiana
500	2015-03-25 17:35:00	wymiana
535	2015-03-25 17:39:19	wymiana
501	2015-03-25 18:24:01	restart
527	2015-03-25 20:57:23	restart
505	2015-03-25 21:33:38	restart
490	2015-03-25 22:15:42	wymiana
528	2015-03-26 03:35:54	wymiana
532	2015-03-26 04:05:15	restart
543	2015-03-26 06:00:44	restart
528	2015-03-26 06:02:31	wymiana
532	2015-03-26 06:43:52	wymiana
545	2015-03-26 07:22:05	wymiana
522	2015-03-26 07:55:47	wymiana
532	2015-03-26 09:00:29	wymiana
528	2015-03-26 09:24:59	restart
496	2015-03-26 10:05:05	wymiana
528	2015-03-26 10:10:26	restart
514	2015-03-26 11:14:41	wymiana
525	2015-03-26 12:02:56	wymiana
495	2015-03-26 14:46:23	wymiana
551	2015-03-26 16:13:48	restart
549	2015-03-26 17:24:28	restart
533	2015-03-26 18:04:23	restart
542	2015-03-26 20:28:14	wymiana
517	2015-03-26 21:32:56	wymiana
534	2015-03-26 22:24:27	restart
516	2015-03-26 23:15:00	wymiana
498	2015-03-26 23:24:20	restart
502	2015-03-27 00:05:50	restart
533	2015-03-27 03:54:04	wymiana
549	2015-03-27 04:00:57	wymiana
530	2015-03-27 04:03:17	wymiana
528	2015-03-27 05:01:12	wymiana
553	2015-03-27 05:10:22	wymiana
552	2015-03-27 08:50:37	restart
500	2015-03-27 08:52:06	wymiana
546	2015-03-27 09:33:41	wymiana
553	2015-03-27 09:43:51	restart
521	2015-03-27 10:18:50	wymiana
533	2015-03-27 10:22:53	wymiana
527	2015-03-27 10:38:10	wymiana
503	2015-03-27 10:44:30	restart
530	2015-03-27 12:47:40	wymiana
546	2015-03-27 13:01:41	wymiana
501	2015-03-27 15:32:55	restart
552	2015-03-27 15:57:06	restart
549	2015-03-27 16:13:27	restart
515	2015-03-27 18:01:43	wymiana
550	2015-03-27 18:29:48	wymiana
541	2015-03-27 19:11:45	restart
543	2015-03-27 19:52:46	wymiana
532	2015-03-27 20:00:28	restart
529	2015-03-27 20:39:29	wymiana
520	2015-03-27 21:13:24	wymiana
532	2015-03-27 23:00:04	restart
539	2015-03-28 00:22:28	restart
519	2015-03-28 00:58:31	wymiana
556	2015-03-28 01:55:48	restart
512	2015-03-28 04:20:58	wymiana
549	2015-03-28 06:08:21	wymiana
539	2015-03-28 07:19:09	wymiana
553	2015-03-28 07:44:50	restart
522	2015-03-28 08:06:55	wymiana
539	2015-03-28 09:40:24	wymiana
508	2015-03-28 10:10:04	restart
524	2015-03-28 10:13:59	wymiana
516	2015-03-28 11:01:54	wymiana
554	2015-03-28 11:46:33	wymiana
502	2015-03-28 12:41:57	wymiana
520	2015-03-28 15:31:54	restart
558	2015-03-28 17:05:16	wymiana
537	2015-03-28 21:18:08	restart
537	2015-03-28 23:12:14	restart
524	2015-03-29 02:21:59	wymiana
522	2015-03-29 02:52:28	restart
530	2015-03-29 03:14:46	wymiana
518	2015-03-29 03:40:33	wymiana
520	2015-03-29 04:37:09	wymiana
560	2015-03-29 08:44:21	restart
529	2015-03-29 12:08:53	restart
563	2015-03-29 12:11:06	wymiana
547	2015-03-29 12:51:38	restart
531	2015-03-29 13:25:54	wymiana
526	2015-03-29 13:35:02	wymiana
529	2015-03-29 14:39:42	wymiana
544	2015-03-29 15:49:37	restart
530	2015-03-29 16:05:07	wymiana
537	2015-03-29 18:21:56	wymiana
567	2015-03-29 18:47:34	wymiana
519	2015-03-29 19:19:04	restart
537	2015-03-29 20:16:10	restart
538	2015-03-29 20:59:50	restart
527	2015-03-29 21:21:35	wymiana
536	2015-03-29 23:07:40	restart
525	2015-03-30 00:06:07	wymiana
537	2015-03-30 01:03:48	restart
529	2015-03-30 02:55:30	restart
516	2015-03-30 03:01:19	restart
535	2015-03-30 04:04:10	restart
554	2015-03-30 06:45:52	wymiana
555	2015-03-30 08:41:10	restart
543	2015-03-30 09:22:53	restart
524	2015-03-30 09:45:21	wymiana
560	2015-03-30 11:22:15	wymiana
551	2015-03-30 11:49:00	wymiana
525	2015-03-30 12:15:36	restart
554	2015-03-30 15:22:43	wymiana
572	2015-03-30 20:32:30	wymiana
555	2015-03-30 23:24:28	wymiana
538	2015-03-31 02:44:46	restart
568	2015-03-31 03:32:36	restart
570	2015-03-31 04:01:24	wymiana
549	2015-03-31 04:26:53	wymiana
554	2015-03-31 08:25:54	restart
546	2015-03-31 09:09:26	restart
540	2015-03-31 10:22:12	wymiana
545	2015-03-31 13:42:40	restart
545	2015-03-31 17:21:24	restart
546	2015-03-31 18:32:25	restart
545	2015-03-31 21:18:27	wymiana
561	2015-03-31 21:24:29	restart
558	2015-04-01 00:08:18	restart
548	2015-04-01 01:22:20	restart
577	2015-04-01 08:29:24	wymiana
568	2015-04-01 09:16:46	wymiana
575	2015-04-01 16:35:12	wymiana
562	2015-04-01 16:43:16	restart
576	2015-04-01 16:58:13	restart
590	2015-04-01 18:09:35	wymiana
576	2015-04-01 19:18:57	restart
581	2015-04-01 20:07:58	wymiana
558	2015-04-01 21:42:20	restart
571	2015-04-01 22:39:42	wymiana
589	2015-04-01 23:07:20	restart
560	2015-04-02 00:17:22	restart
564	2015-04-02 00:55:35	wymiana
595	2015-04-02 03:12:21	wymiana
579	2015-04-02 04:17:05	wymiana
551	2015-04-02 05:28:21	wymiana
580	2015-04-02 06:40:58	restart
597	2015-04-02 09:08:39	restart
566	2015-04-02 09:18:01	wymiana
599	2015-04-02 09:53:11	wymiana
553	2015-04-02 12:01:41	wymiana
590	2015-04-02 12:05:19	wymiana
563	2015-04-02 14:00:11	wymiana
574	2015-04-02 16:07:49	wymiana
575	2015-04-02 21:44:44	wymiana
584	2015-04-02 22:09:10	wymiana
573	2015-04-02 22:46:37	restart
558	2015-04-03 00:00:11	wymiana
573	2015-04-03 04:28:43	wymiana
580	2015-04-03 06:05:16	wymiana
557	2015-04-03 08:07:46	wymiana
591	2015-04-03 12:20:01	wymiana
568	2015-04-03 14:08:08	wymiana
569	2015-04-03 15:03:35	wymiana
569	2015-04-03 16:52:21	wymiana
559	2015-04-03 17:31:43	wymiana
558	2015-04-03 17:48:57	restart
574	2015-04-03 19:53:51	restart
584	2015-04-04 01:11:34	wymiana
573	2015-04-04 03:21:25	restart
573	2015-04-04 04:05:07	restart
588	2015-04-04 05:26:46	restart
580	2015-04-04 05:41:41	restart
590	2015-04-04 06:51:41	restart
593	2015-04-04 07:12:31	wymiana
595	2015-04-04 08:43:38	restart
606	2015-04-04 09:04:11	restart
576	2015-04-04 09:59:31	wymiana
587	2015-04-04 10:50:19	wymiana
598	2015-04-04 11:23:52	restart
569	2015-04-04 13:29:20	wymiana
590	2015-04-04 13:55:26	restart
612	2015-04-04 15:26:28	wymiana
600	2015-04-04 15:30:34	wymiana
596	2015-04-04 16:25:45	wymiana
596	2015-04-04 16:35:30	wymiana
593	2015-04-04 16:41:39	restart
565	2015-04-04 22:20:55	wymiana
607	2015-04-04 23:12:59	wymiana
615	2015-04-04 23:57:58	restart
609	2015-04-05 01:35:47	wymiana
603	2015-04-05 02:17:15	restart
600	2015-04-05 02:20:06	wymiana
580	2015-04-05 03:14:55	restart
601	2015-04-05 04:09:25	restart
592	2015-04-05 04:18:01	restart
605	2015-04-05 04:26:44	restart
596	2015-04-05 04:59:26	wymiana
601	2015-04-05 07:00:11	restart
583	2015-04-05 09:32:11	wymiana
613	2015-04-05 09:41:46	wymiana
602	2015-04-05 11:50:24	restart
608	2015-04-05 12:14:43	restart
590	2015-04-05 15:47:59	restart
613	2015-04-05 16:44:58	restart
575	2015-04-05 18:39:11	wymiana
580	2015-04-05 19:46:15	restart
617	2015-04-05 20:48:45	wymiana
595	2015-04-05 20:56:44	wymiana
597	2015-04-05 21:49:24	restart
600	2015-04-06 03:03:05	restart
576	2015-04-06 03:48:10	wymiana
576	2015-04-06 07:25:57	wymiana
578	2015-04-06 09:56:50	restart
618	2015-04-06 11:57:57	wymiana
586	2015-04-06 12:05:40	wymiana
608	2015-04-06 13:44:29	restart
594	2015-04-06 13:50:17	restart
607	2015-04-06 14:54:50	restart
585	2015-04-06 17:03:00	restart
582	2015-04-06 17:09:28	restart
585	2015-04-06 18:36:37	wymiana
584	2015-04-06 21:40:50	restart
614	2015-04-07 03:56:50	wymiana
585	2015-04-07 04:04:11	restart
600	2015-04-07 04:51:29	restart
614	2015-04-07 07:37:16	restart
614	2015-04-07 08:38:54	wymiana
614	2015-04-07 08:38:58	wymiana
595	2015-04-07 12:59:28	restart
616	2015-04-07 13:04:10	restart
597	2015-04-07 14:47:31	restart
620	2015-04-07 15:08:41	wymiana
595	2015-04-07 17:58:33	wymiana
609	2015-04-07 19:07:56	wymiana
635	2015-04-07 19:17:44	restart
611	2015-04-07 20:20:52	wymiana
594	2015-04-07 22:33:26	restart
607	2015-04-07 22:49:18	restart
600	2015-04-07 23:05:58	restart
592	2015-04-08 01:29:33	restart
637	2015-04-08 02:39:36	restart
621	2015-04-08 03:23:07	restart
625	2015-04-08 06:05:58	wymiana
618	2015-04-08 06:21:22	wymiana
607	2015-04-08 08:08:28	restart
596	2015-04-08 11:31:09	wymiana
635	2015-04-08 15:35:57	restart
626	2015-04-08 16:05:09	restart
610	2015-04-08 18:33:23	wymiana
604	2015-04-08 19:22:53	wymiana
638	2015-04-08 19:41:21	wymiana
629	2015-04-08 19:41:44	restart
628	2015-04-08 19:58:50	restart
609	2015-04-08 21:30:16	restart
601	2015-04-08 22:37:05	restart
622	2015-04-08 23:44:47	wymiana
635	2015-04-09 00:20:07	restart
621	2015-04-09 01:01:30	restart
617	2015-04-09 03:29:42	wymiana
635	2015-04-09 04:58:10	wymiana
646	2015-04-09 07:02:12	restart
633	2015-04-09 08:00:09	restart
627	2015-04-09 09:16:54	wymiana
607	2015-04-09 09:31:47	wymiana
623	2015-04-09 10:29:48	wymiana
609	2015-04-09 13:36:30	wymiana
644	2015-04-09 18:52:52	restart
604	2015-04-09 19:11:41	wymiana
642	2015-04-09 20:44:43	wymiana
621	2015-04-09 21:37:37	restart
650	2015-04-09 23:53:38	wymiana
619	2015-04-10 01:15:23	wymiana
633	2015-04-10 02:07:25	wymiana
636	2015-04-10 09:19:53	wymiana
652	2015-04-10 09:24:19	restart
647	2015-04-10 13:22:58	wymiana
652	2015-04-10 16:06:19	wymiana
618	2015-04-10 16:13:05	restart
630	2015-04-10 16:43:01	wymiana
623	2015-04-10 19:10:45	wymiana
634	2015-04-10 19:59:18	wymiana
617	2015-04-10 20:41:07	wymiana
661	2015-04-10 21:45:17	wymiana
621	2015-04-11 03:53:00	wymiana
624	2015-04-11 04:31:16	restart
636	2015-04-11 04:48:33	restart
641	2015-04-11 06:39:42	wymiana
659	2015-04-11 10:34:55	wymiana
651	2015-04-11 10:59:35	wymiana
639	2015-04-11 11:11:53	wymiana
658	2015-04-11 11:42:30	restart
635	2015-04-11 14:33:15	wymiana
663	2015-04-11 15:21:14	wymiana
647	2015-04-11 16:08:19	restart
645	2015-04-12 02:25:12	wymiana
668	2015-04-12 03:08:58	wymiana
668	2015-04-12 04:56:59	restart
647	2015-04-12 06:26:18	restart
656	2015-04-12 07:15:46	restart
655	2015-04-12 09:18:32	wymiana
649	2015-04-12 09:51:13	restart
649	2015-04-12 10:40:32	restart
662	2015-04-12 10:56:54	wymiana
651	2015-04-12 12:16:25	wymiana
646	2015-04-12 13:16:57	wymiana
665	2015-04-12 13:19:23	restart
667	2015-04-12 14:22:08	wymiana
646	2015-04-12 18:08:09	wymiana
652	2015-04-12 20:35:13	wymiana
623	2015-04-12 21:45:09	wymiana
632	2015-04-12 22:17:09	restart
640	2015-04-13 00:42:24	restart
639	2015-04-13 05:21:56	restart
634	2015-04-13 05:39:23	wymiana
646	2015-04-13 08:06:12	wymiana
628	2015-04-13 09:47:41	restart
670	2015-04-13 10:13:36	restart
671	2015-04-13 10:20:34	wymiana
647	2015-04-13 11:37:41	restart
649	2015-04-13 12:59:58	wymiana
644	2015-04-13 13:01:08	wymiana
643	2015-04-13 13:41:02	restart
634	2015-04-13 13:49:11	restart
669	2015-04-13 14:43:45	restart
663	2015-04-13 15:55:48	restart
631	2015-04-13 19:27:27	restart
672	2015-04-13 20:25:14	restart
653	2015-04-13 22:56:30	restart
664	2015-04-14 00:32:43	wymiana
633	2015-04-14 00:53:31	restart
667	2015-04-14 01:00:15	restart
654	2015-04-14 01:25:30	restart
660	2015-04-14 02:17:46	wymiana
652	2015-04-14 05:28:36	restart
636	2015-04-14 07:52:05	restart
666	2015-04-14 08:25:15	wymiana
679	2015-04-14 08:56:05	wymiana
683	2015-04-14 09:31:08	restart
663	2015-04-14 11:27:43	wymiana
668	2015-04-14 16:03:37	restart
671	2015-04-14 16:04:00	restart
657	2015-04-14 18:47:15	wymiana
684	2015-04-15 00:09:50	wymiana
649	2015-04-15 01:18:40	restart
680	2015-04-15 03:45:04	wymiana
681	2015-04-15 04:21:05	restart
689	2015-04-15 06:30:37	restart
648	2015-04-15 08:57:41	wymiana
679	2015-04-15 09:37:57	wymiana
691	2015-04-15 13:36:45	wymiana
646	2015-04-15 19:44:54	wymiana
685	2015-04-15 22:52:40	restart
649	2015-04-16 07:57:35	restart
694	2015-04-16 09:00:15	restart
681	2015-04-16 12:00:21	wymiana
674	2015-04-16 13:11:23	restart
692	2015-04-16 16:38:10	restart
675	2015-04-16 17:16:02	wymiana
668	2015-04-16 21:53:35	wymiana
690	2015-04-16 21:53:40	wymiana
661	2015-04-16 22:29:42	restart
700	2015-04-17 00:56:42	restart
698	2015-04-17 02:05:24	wymiana
697	2015-04-17 02:26:27	wymiana
663	2015-04-17 04:55:30	restart
671	2015-04-17 04:59:11	wymiana
707	2015-04-17 05:18:47	wymiana
707	2015-04-17 05:20:06	wymiana
663	2015-04-17 08:07:01	wymiana
696	2015-04-17 09:24:45	wymiana
668	2015-04-17 12:07:50	restart
669	2015-04-17 13:22:17	restart
692	2015-04-17 14:06:23	wymiana
678	2015-04-17 15:07:11	wymiana
671	2015-04-17 15:58:15	restart
708	2015-04-17 17:01:29	restart
685	2015-04-17 17:37:32	wymiana
683	2015-04-17 17:41:34	restart
678	2015-04-17 20:07:08	restart
701	2015-04-17 20:10:52	wymiana
673	2015-04-18 03:17:00	restart
678	2015-04-18 10:54:53	restart
687	2015-04-18 11:26:46	wymiana
677	2015-04-18 13:04:28	wymiana
714	2015-04-18 14:00:35	wymiana
669	2015-04-18 14:57:40	restart
714	2015-04-18 16:09:54	restart
673	2015-04-18 16:55:06	restart
714	2015-04-18 17:10:02	restart
683	2015-04-18 20:37:56	wymiana
678	2015-04-19 00:53:56	wymiana
723	2015-04-19 01:11:27	restart
717	2015-04-19 03:23:47	restart
685	2015-04-19 05:20:55	restart
676	2015-04-19 07:53:13	restart
700	2015-04-19 08:35:37	wymiana
688	2015-04-19 09:12:35	wymiana
705	2015-04-19 10:35:54	wymiana
703	2015-04-19 13:07:58	restart
699	2015-04-19 14:29:23	wymiana
682	2015-04-19 18:39:26	restart
724	2015-04-19 19:51:29	wymiana
712	2015-04-19 20:53:59	restart
722	2015-04-20 00:00:56	restart
700	2015-04-20 00:35:19	restart
686	2015-04-20 01:58:05	wymiana
717	2015-04-20 03:01:32	restart
711	2015-04-20 07:32:52	restart
717	2015-04-20 08:50:37	wymiana
717	2015-04-20 09:44:45	wymiana
733	2015-04-20 12:14:10	wymiana
709	2015-04-20 12:27:49	wymiana
700	2015-04-20 12:54:25	wymiana
685	2015-04-20 14:21:43	restart
683	2015-04-20 14:41:37	restart
684	2015-04-20 18:20:27	wymiana
700	2015-04-20 20:10:05	wymiana
734	2015-04-20 21:01:57	wymiana
685	2015-04-20 21:18:47	restart
733	2015-04-20 21:41:47	restart
683	2015-04-20 22:22:41	restart
726	2015-04-20 23:01:56	wymiana
728	2015-04-21 00:12:31	restart
693	2015-04-21 00:35:42	wymiana
733	2015-04-21 01:25:29	restart
737	2015-04-21 07:16:51	wymiana
702	2015-04-21 07:59:46	wymiana
728	2015-04-21 08:34:53	wymiana
725	2015-04-21 11:48:32	restart
723	2015-04-21 13:26:45	wymiana
710	2015-04-21 17:16:52	restart
713	2015-04-21 19:54:57	wymiana
727	2015-04-21 21:24:10	restart
730	2015-04-21 22:26:20	restart
708	2015-04-22 02:48:46	wymiana
695	2015-04-22 04:06:40	restart
725	2015-04-22 05:54:46	wymiana
716	2015-04-22 10:05:47	wymiana
741	2015-04-22 11:43:00	wymiana
736	2015-04-22 11:51:45	wymiana
725	2015-04-22 13:14:45	wymiana
748	2015-04-22 17:07:58	wymiana
727	2015-04-22 17:52:09	wymiana
732	2015-04-22 18:27:46	wymiana
726	2015-04-22 19:31:10	wymiana
728	2015-04-22 20:35:03	restart
742	2015-04-22 21:37:14	restart
721	2015-04-23 03:43:02	restart
706	2015-04-23 05:29:33	wymiana
739	2015-04-23 05:32:54	wymiana
720	2015-04-23 11:43:04	wymiana
704	2015-04-23 11:53:20	wymiana
720	2015-04-23 12:54:16	wymiana
718	2015-04-23 14:07:14	wymiana
740	2015-04-23 15:32:34	restart
715	2015-04-23 15:49:44	restart
743	2015-04-23 16:55:25	wymiana
742	2015-04-23 19:27:22	wymiana
729	2015-04-23 21:26:27	restart
742	2015-04-23 22:52:47	restart
756	2015-04-24 00:04:18	restart
731	2015-04-24 00:04:33	restart
735	2015-04-24 00:52:33	restart
733	2015-04-24 02:03:25	wymiana
740	2015-04-24 02:30:33	wymiana
746	2015-04-24 04:58:15	wymiana
754	2015-04-24 09:07:26	restart
739	2015-04-24 09:13:43	wymiana
733	2015-04-24 09:58:37	wymiana
758	2015-04-24 11:44:36	restart
725	2015-04-24 13:21:14	restart
745	2015-04-24 14:10:26	restart
758	2015-04-24 20:02:11	restart
739	2015-04-24 21:34:41	restart
720	2015-04-25 01:15:59	wymiana
727	2015-04-25 01:52:06	wymiana
719	2015-04-25 01:56:19	restart
719	2015-04-25 02:22:24	restart
738	2015-04-25 03:11:38	restart
728	2015-04-25 03:12:50	restart
740	2015-04-25 04:31:44	restart
724	2015-04-25 04:49:40	restart
726	2015-04-25 06:43:51	wymiana
752	2015-04-25 08:09:35	restart
742	2015-04-25 08:47:49	restart
724	2015-04-25 09:06:34	restart
744	2015-04-25 09:51:55	wymiana
742	2015-04-25 10:36:56	restart
765	2015-04-25 11:55:47	restart
769	2015-04-25 16:52:18	wymiana
758	2015-04-25 17:05:30	restart
764	2015-04-25 18:10:04	restart
744	2015-04-25 19:49:01	wymiana
767	2015-04-25 20:25:55	wymiana
757	2015-04-25 21:19:55	restart
725	2015-04-25 23:28:11	wymiana
763	2015-04-25 23:57:52	wymiana
744	2015-04-26 01:01:45	wymiana
727	2015-04-26 02:05:20	wymiana
750	2015-04-26 03:35:09	restart
766	2015-04-26 12:11:25	wymiana
753	2015-04-26 13:47:32	wymiana
764	2015-04-26 14:24:00	restart
768	2015-04-26 15:14:26	wymiana
728	2015-04-26 16:26:55	restart
754	2015-04-26 17:55:28	restart
772	2015-04-26 18:41:28	restart
750	2015-04-26 18:53:08	wymiana
739	2015-04-26 19:30:15	wymiana
740	2015-04-26 23:35:35	wymiana
750	2015-04-27 01:44:42	wymiana
766	2015-04-27 02:43:08	wymiana
779	2015-04-27 03:16:43	wymiana
740	2015-04-27 07:09:55	restart
770	2015-04-27 11:37:00	restart
787	2015-04-27 12:40:44	wymiana
761	2015-04-27 13:24:16	restart
751	2015-04-27 13:47:27	restart
759	2015-04-27 15:08:25	wymiana
